Month,Transaction,Smartcard.Type,Action.Reason,Number.of.transactions
2015-06,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,12
2021-01,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2015-07,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,12
2015-07,Replace Smartcard,Industry Authority Card,Managers Approval,15
2021-02,Replace Smartcard,Driver Licence Card,Change Customer Details,1916
2021-02,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,197
2021-02,Replace Smartcard,Photo Identification Card,Merged,1
2015-08,Replace Smartcard,Driver Licence Card,Lost,3786
2015-08,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1271
2015-08,Replace Smartcard,Photo Identification Card,Stolen,75
2015-08,Replace Smartcard,Marine Licence Ind Card,Lost,13
2015-08,Replace Smartcard,Photo Identification Card,Change Customer Details,178
2015-08,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,11
2015-07,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,3
2015-08,Replace Smartcard,Industry Authority Card,Change Customer Details,23
2021-03,Replace Smartcard,Driver Licence Card,Change Customer Details,1874
2021-03,Replace Smartcard,Photo Identification Card,Managers Approval,46
2021-03,Replace Smartcard,Driver Licence Card,Damaged,32
2021-03,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,24
2021-03,Replace Smartcard,Photo Identification Card,Damaged,31
2021-03,Replace Smartcard,Photo Identification Card,Expired,45
2021-03,Replace Smartcard,Industry Authority Card,Facial Image Is Not A True Likeness,1
2021-03,Replace Smartcard,Photo Identification Card,Faulty,5
2015-08,Replace Smartcard,Industry Authority Card,Facial Image Is Not A True Likeness,1
2021-03,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,5
2015-09,Replace Smartcard,Photo Identification Card,Change Customer Details,173
2015-09,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,154
2015-09,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,6
2015-09,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2015-10,Replace Smartcard,Driver Licence Card,Lost,4036
2015-10,Replace Smartcard,Driver Licence Card,Damaged,77
2015-10,Replace Smartcard,Photo Identification Card,Destroyed,16
2015-10,Replace Smartcard,Photo Identification Card,Expired,7
2015-10,Replace Smartcard,Photo Identification Card,Faulty,4
2021-04,Replace Smartcard,Photo Identification Card,Damaged,24
2021-04,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,59
2021-04,Replace Smartcard,Photo Identification Card,Change Customer Details,173
2021-04,Replace Smartcard,Driver Licence Card,Faulty,10
2021-04,Replace Smartcard,Industry Authority Card,Stolen,4
2021-04,Replace Smartcard,Marine Licence Ind Card,Condition Change,4
2021-05,Replace Smartcard,Industry Authority Card,Condition Change,2
2021-05,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,27
2021-05,Replace Smartcard,Photo Identification Card,Managers Approval,23
2021-05,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,32
2021-05,Replace Smartcard,Marine Licence Ind Card,Expired,1
2015-11,Replace Smartcard,Driver Licence Card,Change Customer Details,2376
2015-11,Replace Smartcard,Driver Licence Card,Faulty,126
2015-11,Replace Smartcard,Driver Licence Card,Destroyed,79
2015-11,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,28
2015-12,Replace Smartcard,Photo Identification Card,Change Customer Details,160
2015-12,Replace Smartcard,Driver Licence Card,Faulty,98
2015-12,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,12
2021-06,Replace Smartcard,Driver Licence Card,Stolen,1205
2021-06,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,30
2021-06,Replace Smartcard,Industry Authority Card,Stolen,5
2021-07,Replace Smartcard,Driver Licence Card,Change Customer Details,2321
2021-06,Replace Smartcard,Photo Identification Card,Destroyed,9
2021-06,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,1
2021-07,Replace Smartcard,Photo Identification Card,Expired,59
2021-07,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,69
2021-07,Replace Smartcard,Photo Identification Card,Damaged,38
2016-01,Replace Smartcard,Driver Licence Card,Stolen,1144
2016-01,Replace Smartcard,Driver Licence Card,Condition Change,2434
2016-01,Replace Smartcard,Photo Identification Card,Lost,464
2016-01,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,39
2016-01,Replace Smartcard,Photo Identification Card,Managers Approval,25
2016-02,Replace Smartcard,Driver Licence Card,Lost,4050
2016-02,Replace Smartcard,Driver Licence Card,Destroyed,100
2016-02,Replace Smartcard,Industry Authority Card,Destroyed,1
2016-02,Replace Smartcard,Photo Identification Card,Stolen,65
2016-02,Replace Smartcard,Industry Authority Card,Lost,47
2016-02,Replace Smartcard,Photo Identification Card,Destroyed,16
2016-02,Replace Smartcard,Photo Identification Card,Faulty,5
2016-02,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,15
2021-08,Replace Smartcard,Photo Identification Card,Change Customer Details,180
2021-08,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,42
2021-08,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2021-08,Replace Smartcard,Photo Identification Card,Faulty,5
2021-09,Replace Smartcard,Photo Identification Card,Change Customer Details,186
2021-09,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,97
2021-09,Replace Smartcard,Photo Identification Card,Damaged,18
2021-09,Replace Smartcard,Marine Licence Ind Card,Managers Approval,6
2021-08,Replace Smartcard,Photo Identification Card,Merged,3
2021-09,Replace Smartcard,Marine Licence Ind Card,Lost,7
2021-09,Replace Smartcard,Photo Identification Card,Merged,3
2016-03,Replace Smartcard,Driver Licence Card,Change Customer Details,1819
2016-03,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,7
2016-03,Replace Smartcard,Photo Identification Card,Destroyed,14
2016-03,Replace Smartcard,Industry Authority Card,Change Customer Details,20
2021-10,Replace Smartcard,Driver Licence Card,Change Customer Details,2440
2021-10,Replace Smartcard,Driver Licence Card,Lost,6115
2021-10,Replace Smartcard,Driver Licence Card,Managers Approval,186
2021-10,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,22
2021-10,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,79
2021-10,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,47
2016-03,Replace Smartcard,Photo Identification Card,Faulty,2
2021-10,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,6
2016-04,Replace Smartcard,Driver Licence Card,Stolen,1045
2016-04,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1278
2016-04,Replace Smartcard,Photo Identification Card,Destroyed,12
2021-11,Replace Smartcard,Driver Licence Card,Merged,12
2021-11,Replace Smartcard,Photo Identification Card,Expired,146
2021-11,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,67
2021-11,Replace Smartcard,Industry Authority Card,Change Customer Details,33
2021-11,Replace Smartcard,Photo Identification Card,Merged,2
2021-11,Replace Smartcard,Photo Identification Card,Managers Approval,34
2016-05,Replace Smartcard,Driver Licence Card,Lost,4129
2016-05,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,26
2016-05,Replace Smartcard,Industry Authority Card,Lost,36
2016-05,Replace Smartcard,Photo Identification Card,Stolen,84
2016-05,Replace Smartcard,Photo Identification Card,Change Customer Details,178
2016-05,Replace Smartcard,Photo Identification Card,Managers Approval,15
2016-05,Replace Smartcard,Photo Identification Card,Faulty,5
2016-06,Replace Smartcard,Driver Licence Card,Change Customer Details,2069
2016-06,Replace Smartcard,Driver Licence Card,Condition Change,2772
2016-06,Replace Smartcard,Driver Licence Card,Destroyed,84
2016-06,Replace Smartcard,Photo Identification Card,Damaged,38
2016-06,Replace Smartcard,Driver Licence Card,Damaged,58
2016-06,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,21
2021-12,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1477
2021-12,Replace Smartcard,Driver Licence Card,Destroyed,230
2021-12,Replace Smartcard,Photo Identification Card,Damaged,14
2021-12,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,8
2021-12,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,16
2022-01,Replace Smartcard,Driver Licence Card,Managers Approval,162
2022-01,Replace Smartcard,Industry Authority Card,Change Customer Details,29
2016-07,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,32
2016-07,Replace Smartcard,Industry Authority Card,Faulty,2
2016-08,Replace Smartcard,Driver Licence Card,Stolen,1241
2016-07,Replace Smartcard,Photo Identification Card,Merged,1
2022-02,Replace Smartcard,Industry Authority Card,Condition Change,4
2022-02,Replace Smartcard,Photo Identification Card,Faulty,6
2022-02,Replace Smartcard,Industry Authority Card,Lost,22
2022-02,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2016-08,Replace Smartcard,Photo Identification Card,Lost,489
2016-08,Replace Smartcard,Photo Identification Card,Expired,5
2016-08,Replace Smartcard,Driver Licence Card,Destroyed,86
2016-08,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,2
2016-09,Replace Smartcard,Photo Identification Card,Lost,480
2016-09,Replace Smartcard,Driver Licence Card,Change Customer Details,2046
2016-09,Replace Smartcard,Driver Licence Card,Stolen,1098
2016-09,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,6
2016-09,Replace Smartcard,Photo Identification Card,Stolen,61
2016-09,Replace Smartcard,Industry Authority Card,Lost,38
2016-09,Replace Smartcard,Driver Licence Card,Destroyed,95
2016-08,Replace Smartcard,Industry Authority Card,Damaged,1
2022-03,Replace Smartcard,Industry Authority Card,Stolen,8
2022-03,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2022-03,Replace Smartcard,Marine Licence Ind Card,Lost,7
2022-03,Replace Smartcard,Marine Licence Ind Card,Managers Approval,3
2016-09,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,10
2016-09,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,23
2016-10,Replace Smartcard,Driver Licence Card,Condition Change,2869
2016-10,Replace Smartcard,Industry Authority Card,Managers Approval,11
2016-10,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,36
2016-10,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,64
2016-10,Replace Smartcard,Driver Licence Card,Destroyed,87
2016-10,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,15
2016-10,Replace Smartcard,Industry Authority Card,Stolen,14
2016-10,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,7
2016-10,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2016-09,Replace Smartcard,Photo Identification Card,Merged,1
2016-10,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2016-11,Replace Smartcard,Photo Identification Card,Lost,533
2016-11,Replace Smartcard,Photo Identification Card,Merged,4
2016-11,Replace Smartcard,Photo Identification Card,Faulty,10
2016-12,Replace Smartcard,Driver Licence Card,Change Customer Details,1798
2016-12,Replace Smartcard,Driver Licence Card,Managers Approval,192
2016-12,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,39
2016-12,Replace Smartcard,Photo Identification Card,Faulty,3
2016-12,Replace Smartcard,Photo Identification Card,Managers Approval,17
2017-01,Replace Smartcard,Driver Licence Card,Lost,4284
2017-01,Replace Smartcard,Driver Licence Card,Managers Approval,240
2017-01,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,32
2017-01,Replace Smartcard,Photo Identification Card,Lost,452
2017-01,Replace Smartcard,Photo Identification Card,Expired,8
2017-01,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,122
2017-01,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,10
2017-02,Replace Smartcard,Photo Identification Card,Lost,506
2017-02,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1355
2017-02,Replace Smartcard,Driver Licence Card,Damaged,35
2017-02,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2017-02,Replace Smartcard,Marine Licence Ind Card,Lost,4
2017-02,Replace Smartcard,Marine Licence Ind Card,Condition Change,2
2017-03,Replace Smartcard,Photo Identification Card,Change Customer Details,183
2017-03,Replace Smartcard,Marine Licence Ind Card,Stolen,2
2017-03,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2017-03,Replace Smartcard,Industry Authority Card,Destroyed,2
2017-03,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2017-04,Replace Smartcard,Driver Licence Card,Lost,3547
2017-04,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1204
2017-05,Replace Smartcard,Driver Licence Card,Managers Approval,201
2017-05,Replace Smartcard,Driver Licence Card,Faulty,36
2017-04,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,130
2017-05,Replace Smartcard,Industry Authority Card,Managers Approval,13
2017-04,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,26
2017-05,Replace Smartcard,Industry Authority Card,Stolen,5
2017-04,Replace Smartcard,Photo Identification Card,Stolen,70
2017-04,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,15
2017-04,Replace Smartcard,Photo Identification Card,Damaged,17
2017-04,Replace Smartcard,Marine Licence Ind Card,Lost,8
2017-05,Replace Smartcard,Marine Licence Ind Card,Managers Approval,9
2017-05,Replace Smartcard,Photo Identification Card,Managers Approval,25
2017-05,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,9
2017-05,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2017-05,Replace Smartcard,Marine Licence Ind Card,Expired,1
2017-06,Replace Smartcard,Photo Identification Card,Lost,509
2017-06,Replace Smartcard,Industry Authority Card,Condition Change,5
2017-06,Replace Smartcard,Marine Licence Ind Card,Condition Change,4
2017-06,Replace Smartcard,Industry Authority Card,Lost,33
2017-07,Replace Smartcard,Photo Identification Card,Lost,637
2017-07,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1463
2017-07,Replace Smartcard,Industry Authority Card,Condition Change,8
2017-07,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,15
2017-07,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,9
2017-06,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2017-07,Replace Smartcard,Photo Identification Card,Merged,3
2017-07,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2017-08,Replace Smartcard,Photo Identification Card,Change Customer Details,200
2017-08,Replace Smartcard,Driver Licence Card,Managers Approval,237
2017-08,Replace Smartcard,Industry Authority Card,Managers Approval,23
2017-09,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1437
2017-09,Replace Smartcard,Photo Identification Card,Managers Approval,21
2017-09,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,11
2017-09,Replace Smartcard,Industry Authority Card,Lost,20
2017-10,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1634
2017-10,Replace Smartcard,Marine Licence Ind Card,Lost,14
2017-10,Replace Smartcard,Photo Identification Card,Stolen,70
2017-10,Replace Smartcard,Industry Authority Card,Condition Change,5
2017-10,Replace Smartcard,Driver Licence Card,Disaster Relief,1
2017-11,Replace Smartcard,Driver Licence Card,Destroyed,124
2017-11,Replace Smartcard,Photo Identification Card,Change Customer Details,186
2017-11,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,42
2017-11,Replace Smartcard,Industry Authority Card,Change Customer Details,40
2017-11,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,4
2017-12,Replace Smartcard,Driver Licence Card,Change Customer Details,1584
